,inicio,fim,conc_silica,conc_fe,param_dosagem_amido,dosagem_amina_conc_magnetica,ph_flotacao_linha01,ph_flotacao_linha02,densidade_alimentacao_flotacao,nivel_celula_li640101,TO_LI6401_02,nivel_celula_li640201,nivel_celula_li640202,nivel_celula_li641101,nivel_celula_li641102,nivel_celula_li641201,nivel_celula_li641202,nivel_celula_li642101,nivel_celula_li642201,nivel_celula_li643101,nivel_celula_li643201,vazao_alimentacao_flotacao,operacao,inicio_dt,mudou,tempo_entre_mudancas,fora_do_esperado
1593,2024-08-13 07:00:00.000,2024-08-13 07:20:00.000,1.52,65.25,493.86,145.67,9.49,9.13,1.59,369.66,322.16,218.39,266.61,350.77,70.69,224.43,349.64,344.06,368.28,296.97,251.75,757.23,True,2024-08-13 07:00:00.000,True,0 days 02:00:00,False
1596,2024-08-13 11:00:00.000,2024-08-13 11:20:00.000,7.82,60.65,489.67,159.52,7.92,9.84,1.55,129.69,252.16,342.21,368.06,85.6,71.64,344.12,347.27,28.19,410.0,37.99,342.31,574.49,True,2024-08-13 11:00:00.000,True,0 days 02:00:00,False
1600,2024-08-13 19:00:00.000,2024-08-13 19:20:00.000,1.23,64.43,496.74,136.46,9.58,9.28,1.62,370.41,367.96,256.1,200.3,323.43,320.0,232.12,349.28,218.63,391.76,369.74,186.5,814.93,True,2024-08-13 19:00:00.000,True,0 days 02:00:00,False
1601,2024-08-13 21:00:00.000,2024-08-13 21:20:00.000,5.14,62.6,496.74,135.58,9.55,9.15,1.65,372.84,338.86,338.35,370.56,352.3,349.72,347.54,349.88,372.69,367.05,370.14,265.84,795.21,True,2024-08-13 21:00:00.000,True,0 days 02:00:00,False
1602,2024-08-13 23:00:00.000,2024-08-13 23:20:00.000,5.24,62.27,496.6,149.32,9.53,9.15,1.64,369.58,309.21,276.29,365.64,341.82,349.84,347.98,349.93,368.1,298.16,371.2,211.52,684.27,True,2024-08-13 23:00:00.000,True,0 days 02:00:00,False
1603,2024-08-14 01:00:00.000,2024-08-14 01:20:00.000,3.99,62.93,496.19,170.0,9.47,9.17,1.61,370.2,296.77,243.46,301.01,234.34,349.72,348.64,348.54,312.24,290.76,370.91,232.23,653.11,True,2024-08-14 01:00:00.000,True,0 days 02:00:00,False
1604,2024-08-14 03:00:00.000,2024-08-14 03:20:00.000,1.94,64.41,498.4,170.0,9.53,9.19,1.62,370.5,298.98,238.87,352.92,324.14,349.95,350.52,349.01,373.81,335.04,369.45,271.34,668.01,True,2024-08-14 03:00:00.000,True,0 days 02:00:00,False
1605,2024-08-14 05:00:00.000,2024-08-14 05:20:00.000,1.3,64.35,496.78,152.63,9.51,9.1,1.51,372.83,373.61,296.04,375.31,381.38,307.23,356.18,351.47,382.45,319.82,375.32,205.31,662.02,True,2024-08-14 05:00:00.000,True,0 days 02:00:00,False
1606,2024-08-14 07:00:00.000,2024-08-14 07:20:00.000,1.15,64.71,490.9,135.47,9.53,9.26,1.63,370.54,313.41,276.02,217.21,343.85,254.47,189.05,347.9,234.86,229.95,369.42,155.63,527.96,True,2024-08-14 07:00:00.000,True,0 days 02:00:00,False
1607,2024-08-14 09:00:00.000,2024-08-14 09:20:00.000,2.77,63.71,490.9,135.23,9.45,9.02,1.31,379.35,400.56,392.24,381.09,372.98,351.23,358.76,352.52,373.57,379.65,342.26,241.64,880.24,True,2024-08-14 09:00:00.000,True,0 days 02:00:00,False
1608,2024-08-14 11:00:00.000,2024-08-14 11:20:00.000,2.57,64.44,490.9,145.75,9.71,9.29,1.28,368.07,393.41,387.48,378.49,369.15,350.6,356.79,351.13,357.9,317.91,350.6,261.02,740.58,True,2024-08-14 11:00:00.000,True,0 days 02:00:00,False
1611,2024-08-14 17:00:00.000,2024-08-14 17:20:00.000,3.85,63.33,490.17,169.67,9.42,9.11,1.63,371.23,289.12,244.43,296.47,365.16,249.42,350.4,350.6,371.01,370.65,370.92,270.54,857.86,True,2024-08-14 17:00:00.000,True,0 days 02:00:00,False
1612,2024-08-14 19:00:00.000,2024-08-14 19:20:00.000,1.34,64.66,489.28,170.0,9.38,9.09,1.62,366.56,351.07,229.35,357.65,359.28,343.6,350.93,349.62,364.02,360.31,367.49,256.63,668.09,True,2024-08-14 19:00:00.000,True,0 days 02:00:00,False
1613,2024-08-14 21:00:00.000,2024-08-14 21:20:00.000,1.44,64.53,489.28,157.83,9.59,9.27,1.55,371.03,373.59,267.51,373.34,356.93,333.34,352.68,350.64,375.46,368.53,370.57,269.27,813.72,True,2024-08-14 21:00:00.000,True,0 days 02:00:00,False
1614,2024-08-14 23:00:00.000,2024-08-14 23:20:00.000,1.43,64.39,496.97,135.0,9.5,9.19,1.55,372.14,347.44,258.06,323.23,352.37,264.1,349.47,349.51,379.89,374.89,371.03,276.77,853.5,True,2024-08-14 23:00:00.000,True,0 days 02:00:00,False
1616,2024-08-15 19:00:00.000,2024-08-15 19:20:00.000,1.78,64.61,492.53,135.0,9.18,9.47,1.61,369.51,294.52,293.6,327.96,345.35,348.6,348.87,349.6,360.02,408.13,375.28,284.31,892.12,True,2024-08-15 19:00:00.000,True,0 days 02:00:00,False
1617,2024-08-15 21:00:00.000,2024-08-15 21:20:00.000,3.35,64.41,492.58,143.17,9.24,9.52,1.6,369.95,330.45,298.81,359.32,360.2,349.95,351.56,349.8,371.18,409.55,369.62,312.84,877.62,True,2024-08-15 21:00:00.000,True,0 days 02:00:00,False
1618,2024-08-15 23:00:00.000,2024-08-15 23:20:00.000,1.44,65.24,499.59,166.82,9.29,9.56,1.61,376.55,364.5,381.61,377.3,353.96,349.52,324.16,350.83,354.73,402.4,335.76,272.82,922.22,True,2024-08-15 23:00:00.000,True,0 days 02:00:00,False
1619,2024-08-16 01:00:00.000,2024-08-16 01:20:00.000,2.04,64.55,500.0,144.75,8.52,9.51,1.63,410.0,369.62,370.62,368.42,349.07,349.36,349.25,349.79,375.87,409.39,280.13,266.54,735.01,True,2024-08-16 01:00:00.000,True,0 days 02:00:00,False
1621,2024-08-16 19:00:00.000,2024-08-16 19:20:00.000,2.88,64.26,490.0,148.71,9.27,9.46,1.48,370.24,370.59,335.1,370.54,349.49,348.16,350.37,349.85,369.08,374.64,368.01,228.58,729.39,True,2024-08-16 19:00:00.000,True,0 days 02:00:00,False
1622,2024-08-16 21:00:00.000,2024-08-16 21:20:00.000,1.87,62.42,490.0,151.37,9.33,9.54,1.52,369.53,368.97,264.85,344.25,347.22,349.7,350.47,350.1,370.03,388.18,370.3,208.0,688.32,True,2024-08-16 21:00:00.000,True,0 days 02:00:00,False
1623,2024-08-16 23:00:00.000,2024-08-16 23:20:00.000,1.99,62.42,491.58,148.98,9.35,9.53,1.55,369.35,369.4,359.51,369.77,349.79,350.09,350.44,349.73,372.78,357.91,369.84,205.98,771.06,True,2024-08-16 23:00:00.000,True,0 days 02:00:00,False
1624,2024-08-17 01:00:00.000,2024-08-17 01:20:00.000,1.86,64.05,491.58,148.65,9.28,9.49,1.59,369.16,371.23,284.36,371.67,351.84,350.88,349.27,350.0,371.39,375.85,370.12,248.88,834.06,True,2024-08-17 01:00:00.000,True,0 days 02:00:00,False
1625,2024-08-17 03:00:00.000,2024-08-17 03:20:00.000,1.96,63.06,490.0,145.98,9.29,9.54,1.6,370.11,291.39,252.27,257.79,345.14,349.67,349.15,349.66,370.28,369.48,369.67,185.02,761.77,True,2024-08-17 03:00:00.000,True,0 days 02:00:00,False
1626,2024-08-17 05:00:00.000,2024-08-17 05:20:00.000,1.73,64.52,490.0,148.42,9.22,9.49,1.61,369.83,367.82,250.09,214.62,323.53,350.19,325.31,349.73,324.23,363.65,352.18,220.44,745.15,True,2024-08-17 05:00:00.000,True,0 days 02:00:00,False
1627,2024-08-17 07:00:00.000,2024-08-17 07:20:00.000,1.91,63.24,498.43,141.71,9.28,9.53,1.59,369.83,350.35,370.32,366.33,351.57,348.98,340.8,349.55,341.81,408.8,283.34,249.33,697.24,True,2024-08-17 07:00:00.000,True,0 days 02:00:00,False
1630,2024-08-17 11:00:00.000,2024-08-17 11:20:00.000,3.26,64.09,498.23,163.84,9.23,9.5,1.59,370.26,329.52,369.93,224.09,299.12,348.31,351.57,345.23,335.15,360.79,361.18,252.95,762.14,True,2024-08-17 11:00:00.000,True,0 days 02:00:00,False
1631,2024-08-17 13:00:00.000,2024-08-17 13:20:00.000,2.28,63.67,498.23,170.45,8.8,9.52,1.6,369.13,406.49,237.92,234.85,351.11,335.63,408.11,349.81,308.42,409.15,252.83,287.74,806.55,True,2024-08-17 13:00:00.000,True,0 days 02:00:00,False
1632,2024-08-17 15:00:00.000,2024-08-17 15:20:00.000,1.85,64.52,498.24,160.81,0.0,9.47,1.52,371.69,408.09,397.56,239.4,353.0,349.98,356.19,350.74,331.42,379.78,406.32,288.16,784.18,True,2024-08-17 15:00:00.000,True,0 days 02:00:00,False
1633,2024-08-17 17:00:00.000,2024-08-17 17:20:00.000,1.66,64.54,496.33,145.19,0.0,9.45,1.59,369.42,409.57,221.34,182.65,342.23,349.61,349.21,349.93,367.58,400.03,256.97,233.14,658.97,True,2024-08-17 17:00:00.000,True,0 days 02:00:00,False
1634,2024-08-17 19:00:00.000,2024-08-17 19:20:00.000,5.01,61.99,493.3,139.67,0.0,9.6,1.58,369.39,402.08,360.44,261.6,349.99,349.27,351.14,348.44,371.56,348.72,372.24,244.62,890.83,True,2024-08-17 19:00:00.000,True,0 days 02:00:00,False
1635,2024-08-17 21:00:00.000,2024-08-17 21:20:00.000,1.93,64.66,493.3,159.51,0.0,9.52,1.51,371.23,251.01,267.06,342.93,359.61,350.84,351.23,350.53,369.91,380.29,369.99,245.61,730.22,True,2024-08-17 21:00:00.000,True,0 days 02:00:00,False
1636,2024-08-17 23:00:00.000,2024-08-17 23:20:00.000,2.03,63.78,483.59,159.01,9.23,9.58,1.63,371.02,341.22,270.82,200.1,327.76,320.79,342.77,346.63,370.14,305.5,369.26,215.7,672.56,True,2024-08-17 23:00:00.000,True,0 days 02:00:00,False
1637,2024-08-18 01:00:00.000,2024-08-18 01:20:00.000,2.0,64.7,477.77,150.46,9.23,9.53,1.53,372.52,360.02,271.77,288.66,347.64,351.45,278.98,266.49,374.15,377.04,371.72,218.22,659.3,True,2024-08-18 01:00:00.000,True,0 days 02:00:00,False
1638,2024-08-18 03:00:00.000,2024-08-18 03:20:00.000,2.03,64.55,478.31,149.58,9.22,9.62,1.51,369.68,232.03,225.89,270.88,342.92,349.14,349.31,349.69,371.64,356.05,369.42,187.35,577.83,True,2024-08-18 03:00:00.000,True,0 days 02:00:00,False
1639,2024-08-18 05:00:00.000,2024-08-18 05:20:00.000,1.78,64.53,486.36,150.46,9.16,9.47,1.61,370.57,274.57,244.18,291.18,335.26,348.45,349.0,349.53,366.86,357.04,369.55,231.24,741.49,True,2024-08-18 05:00:00.000,True,0 days 02:00:00,False
1640,2024-08-18 07:00:00.000,2024-08-18 07:20:00.000,2.8,63.73,491.3,143.25,9.22,9.48,1.61,369.02,312.28,339.47,317.72,352.14,350.2,351.77,349.47,369.42,367.61,369.49,236.18,793.7,True,2024-08-18 07:00:00.000,True,0 days 02:00:00,False
1641,2024-08-18 09:00:00.000,2024-08-18 09:20:00.000,2.39,64.09,493.27,147.5,9.18,9.47,1.61,368.6,306.65,341.71,321.83,345.36,349.36,350.68,350.04,367.47,364.99,368.88,264.96,782.86,True,2024-08-18 09:00:00.000,True,0 days 02:00:00,False
1642,2024-08-18 11:00:00.000,2024-08-18 11:20:00.000,1.98,64.4,500.0,144.05,9.24,9.49,1.61,370.91,334.06,371.78,370.94,353.53,350.56,351.95,341.73,371.97,383.33,369.93,248.68,841.39,True,2024-08-18 11:00:00.000,True,0 days 02:00:00,False
1643,2024-08-18 13:00:00.000,2024-08-18 13:20:00.000,1.95,65.0,500.0,149.0,9.37,9.67,1.62,371.19,316.43,366.28,372.78,351.05,350.39,351.17,350.14,369.61,366.19,369.4,211.01,757.51,True,2024-08-18 13:00:00.000,True,0 days 02:00:00,False
1644,2024-08-18 15:00:00.000,2024-08-18 15:20:00.000,2.94,64.37,495.88,148.12,9.27,9.51,1.61,371.98,312.16,367.24,348.53,345.85,349.43,350.6,349.01,374.08,377.99,370.64,243.9,875.8,True,2024-08-18 15:00:00.000,True,0 days 02:00:00,False
1645,2024-08-18 17:00:00.000,2024-08-18 17:20:00.000,2.98,64.26,495.88,155.0,9.15,9.45,1.62,370.79,320.88,326.68,353.4,353.08,350.77,351.51,350.72,372.4,364.14,371.09,256.39,916.49,True,2024-08-18 17:00:00.000,True,0 days 02:00:00,False
1649,2024-08-19 03:00:00.000,2024-08-19 03:20:00.000,4.19,63.05,490.0,164.82,9.24,9.38,1.62,374.2,370.46,378.08,373.57,354.48,348.12,356.34,351.77,372.78,383.58,369.16,300.15,1115.44,True,2024-08-19 03:00:00.000,True,0 days 02:00:00,False
1650,2024-08-19 05:00:00.000,2024-08-19 05:20:00.000,1.75,65.46,490.0,170.0,9.28,9.43,1.61,363.02,331.64,270.67,350.1,334.09,345.88,346.95,348.78,363.93,354.75,369.1,281.86,707.91,True,2024-08-19 05:00:00.000,True,0 days 02:00:00,False
1651,2024-08-19 07:00:00.000,2024-08-19 07:20:00.000,1.74,64.66,482.02,154.65,9.41,9.53,1.62,371.2,327.88,372.48,340.17,324.94,349.44,330.92,345.42,370.81,339.76,363.09,236.15,787.82,True,2024-08-19 07:00:00.000,True,0 days 02:00:00,False
1652,2024-08-19 09:00:00.000,2024-08-19 09:20:00.000,6.81,61.74,482.02,152.5,9.41,9.53,1.62,370.3,330.31,366.74,256.48,354.37,349.49,349.94,349.75,367.64,395.78,329.01,223.55,645.62,True,2024-08-19 09:00:00.000,True,0 days 02:00:00,False
1653,2024-08-19 11:00:00.000,2024-08-19 11:20:00.000,5.14,61.9,482.99,161.77,9.37,9.49,1.62,371.64,330.61,303.28,244.44,354.8,351.06,350.52,348.07,373.39,410.0,371.33,303.75,792.49,True,2024-08-19 11:00:00.000,True,0 days 02:00:00,False
1654,2024-08-19 13:00:00.000,2024-08-19 13:20:00.000,1.99,64.27,490.0,170.0,9.39,9.52,1.57,369.9,321.01,298.29,296.91,355.35,350.65,352.03,350.04,368.22,362.43,366.32,271.3,808.32,True,2024-08-19 13:00:00.000,True,0 days 02:00:00,False
1655,2024-08-19 15:00:00.000,2024-08-19 15:20:00.000,2.3,64.26,493.27,150.57,9.36,9.48,1.56,370.45,376.27,362.69,381.13,351.28,350.08,350.02,350.83,357.99,352.9,358.65,216.99,728.14,True,2024-08-19 15:00:00.000,True,0 days 02:00:00,False
1656,2024-08-19 17:00:00.000,2024-08-19 17:20:00.000,1.47,64.83,495.9,146.67,9.29,9.46,1.54,369.52,327.75,240.58,294.49,347.74,340.86,349.54,351.15,360.34,353.73,358.8,248.86,681.87,True,2024-08-19 17:00:00.000,True,0 days 02:00:00,False
1657,2024-08-19 19:00:00.000,2024-08-19 19:20:00.000,2.12,63.83,490.0,135.0,9.35,9.52,1.55,351.14,318.74,290.6,279.14,339.51,349.31,349.56,333.49,341.17,342.48,341.86,381.04,662.57,True,2024-08-19 19:00:00.000,True,0 days 02:00:00,False
1658,2024-08-19 21:00:00.000,2024-08-19 21:20:00.000,2.4,63.54,490.0,151.92,9.27,9.43,1.55,365.09,350.92,294.77,326.01,352.43,350.13,350.31,350.16,355.71,360.14,354.71,407.34,705.33,True,2024-08-19 21:00:00.000,True,0 days 02:00:00,False
1659,2024-08-19 23:00:00.000,2024-08-19 23:20:00.000,1.94,63.95,492.8,146.41,9.32,9.47,1.58,368.38,364.64,335.33,346.61,349.73,349.62,349.45,349.47,357.15,361.64,359.64,395.74,820.77,True,2024-08-19 23:00:00.000,True,0 days 02:00:00,False
1660,2024-08-20 01:00:00.000,2024-08-20 01:20:00.000,2.08,64.1,500.0,147.03,9.22,9.37,1.55,369.71,370.61,365.13,409.67,355.66,351.47,349.99,349.8,360.8,368.58,360.92,391.19,831.7,True,2024-08-20 01:00:00.000,True,0 days 02:00:00,False
1661,2024-08-20 03:00:00.000,2024-08-20 03:20:00.000,1.89,63.96,500.0,146.82,9.3,9.51,1.62,370.15,317.97,298.92,279.72,345.49,350.21,349.77,349.94,360.25,362.98,360.37,398.21,893.28,True,2024-08-20 03:00:00.000,True,0 days 02:00:00,False
1662,2024-08-20 05:00:00.000,2024-08-20 05:20:00.000,1.79,63.94,493.1,146.05,9.2,9.49,1.54,369.58,339.97,383.49,172.36,340.24,347.49,350.06,347.4,353.29,352.41,358.03,394.69,648.83,True,2024-08-20 05:00:00.000,True,0 days 02:00:00,False
1663,2024-08-20 07:00:00.000,2024-08-20 07:20:00.000,1.86,63.86,500.0,143.46,9.32,9.48,1.64,370.69,344.38,375.27,380.15,349.11,349.7,351.79,232.36,363.73,368.7,284.11,223.08,735.76,True,2024-08-20 07:00:00.000,True,0 days 02:00:00,False
1664,2024-08-20 09:00:00.000,2024-08-20 09:20:00.000,1.68,64.27,502.85,145.5,9.36,9.54,1.61,369.64,371.28,351.23,303.75,350.42,348.9,350.0,348.49,358.77,350.09,341.18,227.92,842.82,True,2024-08-20 09:00:00.000,True,0 days 02:00:00,False
1665,2024-08-20 11:00:00.000,2024-08-20 11:20:00.000,1.81,64.79,534.98,140.25,9.24,9.48,1.48,376.37,331.52,270.62,273.53,359.82,310.0,350.43,342.44,354.31,355.97,363.5,255.67,537.07,True,2024-08-20 11:00:00.000,True,0 days 02:00:00,False
1666,2024-08-20 13:00:00.000,2024-08-20 13:20:00.000,1.39,65.65,535.0,144.04,9.18,9.4,1.58,368.63,323.24,285.45,272.91,354.56,351.19,350.49,350.09,356.92,410.0,358.28,313.26,862.07,True,2024-08-20 13:00:00.000,True,0 days 02:00:00,False
1667,2024-08-20 15:00:00.000,2024-08-20 15:20:00.000,2.68,63.95,535.0,138.35,9.41,9.55,1.59,357.25,371.47,346.62,407.42,353.7,350.78,386.43,277.58,346.83,410.0,353.61,375.85,818.1,True,2024-08-20 15:00:00.000,True,0 days 02:00:00,False
1668,2024-08-20 17:00:00.000,2024-08-20 17:20:00.000,1.63,65.11,535.0,146.21,9.2,9.35,1.56,368.37,369.95,356.04,409.56,346.85,349.07,347.39,349.14,359.3,409.2,360.83,370.4,698.23,True,2024-08-20 17:00:00.000,True,0 days 02:00:00,False
1669,2024-08-20 19:00:00.000,2024-08-20 19:20:00.000,2.11,65.45,535.0,138.79,9.31,9.54,1.61,369.25,372.43,232.07,200.15,341.25,349.36,349.37,344.79,331.83,410.0,360.85,219.78,687.53,True,2024-08-20 19:00:00.000,True,0 days 02:00:00,False
1670,2024-08-20 21:00:00.000,2024-08-20 21:20:00.000,2.43,63.35,535.0,140.58,9.26,9.51,1.59,367.7,358.18,213.14,214.1,341.36,347.33,348.19,346.08,335.92,408.15,359.65,202.06,624.22,True,2024-08-20 21:00:00.000,True,0 days 02:00:00,False
1671,2024-08-20 23:00:00.000,2024-08-20 23:20:00.000,2.19,63.66,535.0,146.13,9.3,9.54,1.63,369.91,374.84,226.4,198.24,344.04,349.96,349.48,348.16,356.75,403.16,359.01,204.13,708.07,True,2024-08-20 23:00:00.000,True,0 days 02:00:00,False
1672,2024-08-21 01:00:00.000,2024-08-21 01:20:00.000,2.25,63.98,530.41,151.94,9.24,9.43,1.62,369.53,324.62,282.22,276.24,352.55,349.82,350.02,333.33,360.03,407.34,359.51,345.22,801.24,True,2024-08-21 01:00:00.000,True,0 days 02:00:00,False
1673,2024-08-21 03:00:00.000,2024-08-21 03:20:00.000,2.55,64.01,521.4,151.81,9.25,9.49,1.63,373.82,380.0,273.38,218.42,339.28,350.67,349.78,350.07,341.73,410.0,360.09,205.02,733.5,True,2024-08-21 03:00:00.000,True,0 days 02:00:00,False
1675,2024-08-22 07:00:00.000,2024-08-22 07:20:00.000,4.35,62.95,490.0,170.0,9.45,9.44,1.62,367.63,339.89,364.52,354.97,350.35,350.08,348.48,349.56,254.66,258.16,224.38,246.03,775.02,True,2024-08-22 07:00:00.000,True,0 days 02:00:00,False
1680,2024-08-22 13:00:00.000,2024-08-22 13:20:00.000,2.63,64.8,525.21,170.0,9.27,9.54,1.6,370.2,296.08,271.47,246.86,353.92,349.98,350.1,327.89,342.16,339.06,359.16,223.49,852.85,True,2024-08-22 13:00:00.000,True,0 days 02:00:00,False
1681,2024-08-22 15:00:00.000,2024-08-22 15:20:00.000,1.4,64.19,533.06,145.79,9.11,9.38,1.65,369.77,310.14,265.4,241.72,346.52,349.45,349.2,350.0,356.96,331.62,358.15,234.43,799.55,True,2024-08-22 15:00:00.000,True,0 days 02:00:00,False
1682,2024-08-22 17:00:00.000,2024-08-22 17:20:00.000,1.56,64.91,533.92,135.14,9.22,9.59,1.63,346.52,279.09,265.4,301.2,319.32,348.34,348.24,349.59,331.48,223.14,338.7,190.28,528.76,True,2024-08-22 17:00:00.000,True,0 days 02:00:00,False
1683,2024-08-22 19:00:00.000,2024-08-22 19:20:00.000,1.17,64.39,534.0,136.75,9.22,9.53,1.47,322.09,331.46,262.93,237.3,362.53,351.54,351.84,350.25,333.77,239.76,357.67,178.52,502.46,True,2024-08-22 19:00:00.000,True,0 days 02:00:00,False
1684,2024-08-22 21:00:00.000,2024-08-22 21:20:00.000,2.15,64.67,534.0,135.0,9.23,9.5,1.58,362.01,308.4,295.43,259.46,365.66,350.36,351.43,339.94,343.28,327.99,342.83,211.07,671.59,True,2024-08-22 21:00:00.000,True,0 days 02:00:00,False
1685,2024-08-22 23:00:00.000,2024-08-22 23:20:00.000,1.58,64.38,534.0,149.97,9.21,9.16,1.57,358.06,367.15,354.78,358.32,355.48,349.14,351.39,348.31,362.02,300.65,355.22,169.83,650.61,True,2024-08-22 23:00:00.000,True,0 days 02:00:00,False
1686,2024-08-23 01:00:00.000,2024-08-23 01:20:00.000,1.66,64.17,534.85,147.16,9.15,9.45,1.6,361.88,329.27,249.3,180.88,352.13,287.23,175.27,259.52,219.91,247.59,246.2,194.24,664.42,True,2024-08-23 01:00:00.000,True,0 days 02:00:00,False
1687,2024-08-23 03:00:00.000,2024-08-23 03:20:00.000,2.82,62.64,532.18,147.78,9.51,9.42,1.64,368.2,323.43,324.35,324.4,345.99,347.44,331.51,348.8,351.79,350.19,359.32,230.89,797.33,True,2024-08-23 03:00:00.000,True,0 days 02:00:00,False
1688,2024-08-23 05:00:00.000,2024-08-23 05:20:00.000,3.47,63.05,523.56,146.77,9.33,9.2,1.54,371.18,370.36,370.01,366.69,363.77,349.52,352.13,350.5,361.09,351.76,360.89,215.89,820.6,True,2024-08-23 05:00:00.000,True,0 days 02:00:00,False
1689,2024-08-23 07:00:00.000,2024-08-23 07:20:00.000,2.46,63.95,520.0,170.0,9.55,9.6,1.53,369.68,368.67,368.86,365.75,348.21,348.63,348.41,349.99,359.89,354.66,359.53,250.42,775.65,True,2024-08-23 07:00:00.000,True,0 days 02:00:00,False
1690,2024-08-23 09:00:00.000,2024-08-23 09:20:00.000,3.1,63.38,520.0,152.38,9.35,9.16,1.57,337.55,338.64,330.54,343.45,355.39,349.48,345.8,347.3,341.3,408.99,329.18,334.95,824.32,True,2024-08-23 09:00:00.000,True,0 days 02:00:00,False
1692,2024-08-23 17:00:00.000,2024-08-23 17:20:00.000,3.37,64.21,530.8,143.44,9.29,9.04,1.52,371.52,376.41,384.5,370.43,374.14,353.19,353.97,349.57,360.47,409.19,360.24,369.85,844.2,True,2024-08-23 17:00:00.000,True,0 days 02:00:00,False
1693,2024-08-23 19:00:00.000,2024-08-23 19:20:00.000,1.71,65.68,516.27,168.38,9.45,9.42,1.62,261.44,360.73,407.66,205.78,218.83,92.72,162.33,336.45,198.9,294.24,306.38,320.6,542.49,True,2024-08-23 19:00:00.000,True,0 days 02:00:00,False
1698,2024-08-24 01:00:00.000,2024-08-24 01:20:00.000,1.48,65.23,515.59,143.46,9.41,9.43,1.62,371.01,374.07,383.08,255.0,359.09,350.52,349.01,349.97,354.79,349.24,341.22,315.78,921.61,True,2024-08-24 01:00:00.000,True,0 days 02:00:00,False
1699,2024-08-24 03:00:00.000,2024-08-24 03:20:00.000,3.43,64.18,524.19,148.15,9.67,9.55,1.61,369.18,328.6,351.48,352.41,352.5,350.22,272.39,348.81,330.83,410.0,277.28,310.86,829.76,True,2024-08-24 03:00:00.000,True,0 days 02:00:00,False
1700,2024-08-24 05:00:00.000,2024-08-24 05:20:00.000,3.08,65.48,526.94,169.71,9.44,9.27,1.62,368.75,370.21,366.03,366.66,344.7,349.31,347.84,349.51,358.25,410.0,329.07,382.2,1115.96,True,2024-08-24 05:00:00.000,True,0 days 02:00:00,False
1701,2024-08-24 07:00:00.000,2024-08-24 07:20:00.000,4.18,64.3,512.53,167.5,9.44,9.51,1.62,368.98,384.6,371.95,369.41,300.77,350.16,345.19,350.16,293.9,410.0,329.14,320.55,839.61,True,2024-08-24 07:00:00.000,True,0 days 02:00:00,False
1702,2024-08-24 09:00:00.000,2024-08-24 09:20:00.000,6.95,61.75,512.53,169.97,9.53,9.59,1.62,369.56,338.13,304.29,282.99,352.17,349.86,260.07,350.44,355.22,409.6,358.75,297.13,784.37,True,2024-08-24 09:00:00.000,True,0 days 02:00:00,False
1704,2024-08-24 15:00:00.000,2024-08-24 15:20:00.000,1.58,66.21,512.22,145.64,9.44,9.54,1.63,369.53,316.37,263.12,266.54,345.12,367.91,349.25,349.39,361.88,408.96,358.98,290.61,772.18,True,2024-08-24 15:00:00.000,True,0 days 02:00:00,False
1705,2024-08-24 17:00:00.000,2024-08-24 17:20:00.000,2.12,65.38,517.57,137.33,9.4,9.5,1.63,370.13,324.27,375.24,300.9,348.19,361.53,350.28,349.94,360.34,408.39,359.71,247.33,822.82,True,2024-08-24 17:00:00.000,True,0 days 02:00:00,False
1706,2024-08-24 19:00:00.000,2024-08-24 19:20:00.000,2.22,64.61,534.68,151.92,9.33,9.55,1.58,371.22,369.0,378.09,376.64,351.15,349.96,351.71,350.52,348.61,330.16,359.74,194.71,675.42,True,2024-08-24 19:00:00.000,True,0 days 02:00:00,False
1707,2024-08-24 21:00:00.000,2024-08-24 21:20:00.000,6.1,62.5,535.0,149.08,9.35,9.58,1.54,369.77,246.37,371.77,316.58,357.04,348.41,287.87,348.98,357.81,333.83,353.01,259.83,672.23,True,2024-08-24 21:00:00.000,True,0 days 02:00:00,False
1708,2024-08-24 23:00:00.000,2024-08-24 23:20:00.000,4.01,62.45,535.0,169.76,9.05,9.23,1.6,372.17,315.94,376.51,371.26,355.17,351.65,349.29,351.18,357.48,408.17,358.7,393.81,786.48,True,2024-08-24 23:00:00.000,True,0 days 02:00:00,False
1709,2024-08-25 01:00:00.000,2024-08-25 01:20:00.000,2.1,64.85,528.82,170.0,9.09,9.34,1.54,373.69,362.17,387.22,372.78,356.86,351.96,351.55,350.33,340.94,191.93,361.65,249.04,703.66,True,2024-08-25 01:00:00.000,True,0 days 02:00:00,False
1710,2024-08-25 03:00:00.000,2024-08-25 03:20:00.000,2.44,65.96,531.21,152.5,9.32,9.37,1.47,371.23,407.58,410.0,409.92,348.15,349.73,351.83,356.28,363.07,409.66,360.14,383.69,1144.93,True,2024-08-25 03:00:00.000,True,0 days 02:00:00,False
1711,2024-08-25 05:00:00.000,2024-08-25 05:20:00.000,2.76,64.32,531.21,143.75,9.7,9.77,1.61,340.32,368.06,296.56,254.23,302.0,342.11,258.45,348.8,313.69,263.73,338.22,264.11,774.4,True,2024-08-25 05:00:00.000,True,0 days 02:00:00,False
1712,2024-08-25 07:00:00.000,2024-08-25 07:20:00.000,3.28,63.52,523.08,145.88,8.44,9.35,1.65,368.72,370.38,363.77,363.07,347.73,349.31,346.98,349.5,357.07,266.19,360.31,261.05,819.97,True,2024-08-25 07:00:00.000,True,0 days 02:00:00,False
